Question,Answer
We got any 'Opportunity' entry having 'customer' as 'CUSTOMER-273'?,"import frappe
result = frappe.db.exists('Opportunity', {'customer': 'CUSTOMER-273'})
if result:
    print(f'The record exists in Opportunity where customer is CUSTOMER-273.')
else:
    print(f'No record found in Opportunity with customer as CUSTOMER-273.')"
We got any 'Lead' entry having 'phone' as 'PHONE-537'?,"import frappe
result = frappe.db.exists('Lead', {'phone': 'PHONE-537'})
if result:
    print(f'The record exists in Lead where phone is PHONE-537.')
else:
    print(f'No record found in Lead with phone as PHONE-537.')"
Find me if 'Appointment' has 'status'='STATUS-525' entry.,"import frappe
result = frappe.db.exists('Appointment', {'status': 'STATUS-525'})
if result:
    print(f'The record exists in Appointment where status is STATUS-525.')
else:
    print(f'No record found in Appointment with status as STATUS-525.')"
Check if 'Meeting' contains an entry with 'agenda'='AGENDA-416'.,"import frappe
result = frappe.db.exists('Meeting', {'agenda': 'AGENDA-416'})
if result:
    print(f'The record exists in Meeting where agenda is AGENDA-416.')
else:
    print(f'No record found in Meeting with agenda as AGENDA-416.')"
Does a record exist in 'Payment Entry' where 'party' is 'PARTY-701'?,"import frappe
result = frappe.db.exists('Payment Entry', {'party': 'PARTY-701'})
if result:
    print(f'The record exists in Payment Entry where party is PARTY-701.')
else:
    print(f'No record found in Payment Entry with party as PARTY-701.')"
Find me if 'Permit Application' has 'applicant'='APPLICANT-970' entry.,"import frappe
result = frappe.db.exists('Permit Application', {'applicant': 'APPLICANT-970'})
if result:
    print(f'The record exists in Permit Application where applicant is APPLICANT-970.')
else:
    print(f'No record found in Permit Application with applicant as APPLICANT-970.')"
There 'Job Applicant' exist with 'applicant_name'='APPLICANT_NAME-145'?,"import frappe
result = frappe.db.exists('Job Applicant', {'applicant_name': 'APPLICANT_NAME-145'})
if result:
    print(f'The record exists in Job Applicant where applicant_name is APPLICANT_NAME-145.')
else:
    print(f'No record found in Job Applicant with applicant_name as APPLICANT_NAME-145.')"
We got any 'Stock Entry' entry having 'posting_date' as 'POSTING_DATE-702'?,"import frappe
result = frappe.db.exists('Stock Entry', {'posting_date': 'POSTING_DATE-702'})
if result:
    print(f'The record exists in Stock Entry where posting_date is POSTING_DATE-702.')
else:
    print(f'No record found in Stock Entry with posting_date as POSTING_DATE-702.')"
We got any 'Course' entry having 'course_name' as 'COURSE_NAME-715'?,"import frappe
result = frappe.db.exists('Course', {'course_name': 'COURSE_NAME-715'})
if result:
    print(f'The record exists in Course where course_name is COURSE_NAME-715.')
else:
    print(f'No record found in Course with course_name as COURSE_NAME-715.')"
We got any 'Meeting' entry having 'agenda' as 'AGENDA-856'?,"import frappe
result = frappe.db.exists('Meeting', {'agenda': 'AGENDA-856'})
if result:
    print(f'The record exists in Meeting where agenda is AGENDA-856.')
else:
    print(f'No record found in Meeting with agenda as AGENDA-856.')"
Would there be a 'Warehouse' where 'company' equals 'COMPANY-785'?,"import frappe
result = frappe.db.exists('Warehouse', {'company': 'COMPANY-785'})
if result:
    print(f'The record exists in Warehouse where company is COMPANY-785.')
else:
    print(f'No record found in Warehouse with company as COMPANY-785.')"
Check if 'Stock Entry' contains an entry with 'stock_entry_type'='STOCK_ENTRY_TYPE-201'.,"import frappe
result = frappe.db.exists('Stock Entry', {'stock_entry_type': 'STOCK_ENTRY_TYPE-201'})
if result:
    print(f'The record exists in Stock Entry where stock_entry_type is STOCK_ENTRY_TYPE-201.')
else:
    print(f'No record found in Stock Entry with stock_entry_type as STOCK_ENTRY_TYPE-201.')"
There any 'Audit Report' record where 'audit_type' matches 'AUDIT_TYPE-214'?,"import frappe
result = frappe.db.exists('Audit Report', {'audit_type': 'AUDIT_TYPE-214'})
if result:
    print(f'The record exists in Audit Report where audit_type is AUDIT_TYPE-214.')
else:
    print(f'No record found in Audit Report with audit_type as AUDIT_TYPE-214.')"
There 'Audit Report' exist with 'recommendations'='RECOMMENDATIONS-212'?,"import frappe
result = frappe.db.exists('Audit Report', {'recommendations': 'RECOMMENDATIONS-212'})
if result:
    print(f'The record exists in Audit Report where recommendations is RECOMMENDATIONS-212.')
else:
    print(f'No record found in Audit Report with recommendations as RECOMMENDATIONS-212.')"
There any 'BOM' record where 'item' matches 'ITEM-462'?,"import frappe
result = frappe.db.exists('BOM', {'item': 'ITEM-462'})
if result:
    print(f'The record exists in BOM where item is ITEM-462.')
else:
    print(f'No record found in BOM with item as ITEM-462.')"
Check if 'Batch' contains an entry with 'batch_qty'='BATCH_QTY-574'.,"import frappe
result = frappe.db.exists('Batch', {'batch_qty': 'BATCH_QTY-574'})
if result:
    print(f'The record exists in Batch where batch_qty is BATCH_QTY-574.')
else:
    print(f'No record found in Batch with batch_qty as BATCH_QTY-574.')"
There any 'Course' record where 'course_name' matches 'COURSE_NAME-932'?,"import frappe
result = frappe.db.exists('Course', {'course_name': 'COURSE_NAME-932'})
if result:
    print(f'The record exists in Course where course_name is COURSE_NAME-932.')
else:
    print(f'No record found in Course with course_name as COURSE_NAME-932.')"
Does a record exist in 'Customer' where 'tax_id' is 'TAX_ID-828'?,"import frappe
result = frappe.db.exists('Customer', {'tax_id': 'TAX_ID-828'})
if result:
    print(f'The record exists in Customer where tax_id is TAX_ID-828.')
else:
    print(f'No record found in Customer with tax_id as TAX_ID-828.')"
There 'Sales Order' exist with 'total'='TOTAL-528'?,"import frappe
result = frappe.db.exists('Sales Order', {'total': 'TOTAL-528'})
if result:
    print(f'The record exists in Sales Order where total is TOTAL-528.')
else:
    print(f'No record found in Sales Order with total as TOTAL-528.')"
Has someone made a 'Task' entry using 'task_name' as 'TASK_NAME-575'?,"import frappe
result = frappe.db.exists('Task', {'task_name': 'TASK_NAME-575'})
if result:
    print(f'The record exists in Task where task_name is TASK_NAME-575.')
else:
    print(f'No record found in Task with task_name as TASK_NAME-575.')"
We got any 'Journal Entry' entry having 'voucher_type' as 'VOUCHER_TYPE-476'?,"import frappe
result = frappe.db.exists('Journal Entry', {'voucher_type': 'VOUCHER_TYPE-476'})
if result:
    print(f'The record exists in Journal Entry where voucher_type is VOUCHER_TYPE-476.')
else:
    print(f'No record found in Journal Entry with voucher_type as VOUCHER_TYPE-476.')"
Has someone made a 'Salary Slip' entry using 'deductions' as 'DEDUCTIONS-895'?,"import frappe
result = frappe.db.exists('Salary Slip', {'deductions': 'DEDUCTIONS-895'})
if result:
    print(f'The record exists in Salary Slip where deductions is DEDUCTIONS-895.')
else:
    print(f'No record found in Salary Slip with deductions as DEDUCTIONS-895.')"
Find me if 'Course' has 'description'='DESCRIPTION-139' entry.,"import frappe
result = frappe.db.exists('Course', {'description': 'DESCRIPTION-139'})
if result:
    print(f'The record exists in Course where description is DESCRIPTION-139.')
else:
    print(f'No record found in Course with description as DESCRIPTION-139.')"
Does a record exist in 'Vital Signs' where 'pulse' is 'PULSE-479'?,"import frappe
result = frappe.db.exists('Vital Signs', {'pulse': 'PULSE-479'})
if result:
    print(f'The record exists in Vital Signs where pulse is PULSE-479.')
else:
    print(f'No record found in Vital Signs with pulse as PULSE-479.')"
There any 'Lead' record where 'email' matches 'EMAIL-477'?,"import frappe
result = frappe.db.exists('Lead', {'email': 'EMAIL-477'})
if result:
    print(f'The record exists in Lead where email is EMAIL-477.')
else:
    print(f'No record found in Lead with email as EMAIL-477.')"
There any 'Warehouse' record where 'location' matches 'LOCATION-244'?,"import frappe
result = frappe.db.exists('Warehouse', {'location': 'LOCATION-244'})
if result:
    print(f'The record exists in Warehouse where location is LOCATION-244.')
else:
    print(f'No record found in Warehouse with location as LOCATION-244.')"
Has someone made a 'Event' entry using 'date' as 'DATE-358'?,"import frappe
result = frappe.db.exists('Event', {'date': 'DATE-358'})
if result:
    print(f'The record exists in Event where date is DATE-358.')
else:
    print(f'No record found in Event with date as DATE-358.')"
There any 'Lead' record where 'lead_name' matches 'LEAD_NAME-128'?,"import frappe
result = frappe.db.exists('Lead', {'lead_name': 'LEAD_NAME-128'})
if result:
    print(f'The record exists in Lead where lead_name is LEAD_NAME-128.')
else:
    print(f'No record found in Lead with lead_name as LEAD_NAME-128.')"
We got any 'Software License' entry having 'issued_to' as 'ISSUED_TO-695'?,"import frappe
result = frappe.db.exists('Software License', {'issued_to': 'ISSUED_TO-695'})
if result:
    print(f'The record exists in Software License where issued_to is ISSUED_TO-695.')
else:
    print(f'No record found in Software License with issued_to as ISSUED_TO-695.')"
There any 'Warehouse' record where 'parent_warehouse' matches 'PARENT_WAREHOUSE-313'?,"import frappe
result = frappe.db.exists('Warehouse', {'parent_warehouse': 'PARENT_WAREHOUSE-313'})
if result:
    print(f'The record exists in Warehouse where parent_warehouse is PARENT_WAREHOUSE-313.')
else:
    print(f'No record found in Warehouse with parent_warehouse as PARENT_WAREHOUSE-313.')"
We got any 'Stock Entry' entry having 'to_warehouse' as 'TO_WAREHOUSE-840'?,"import frappe
result = frappe.db.exists('Stock Entry', {'to_warehouse': 'TO_WAREHOUSE-840'})
if result:
    print(f'The record exists in Stock Entry where to_warehouse is TO_WAREHOUSE-840.')
else:
    print(f'No record found in Stock Entry with to_warehouse as TO_WAREHOUSE-840.')"
Find me if 'Tax Rule' has 'rule_name'='RULE_NAME-968' entry.,"import frappe
result = frappe.db.exists('Tax Rule', {'rule_name': 'RULE_NAME-968'})
if result:
    print(f'The record exists in Tax Rule where rule_name is RULE_NAME-968.')
else:
    print(f'No record found in Tax Rule with rule_name as RULE_NAME-968.')"
Check if 'Hotel Reservation' contains an entry with 'room_type'='ROOM_TYPE-549'.,"import frappe
result = frappe.db.exists('Hotel Reservation', {'room_type': 'ROOM_TYPE-549'})
if result:
    print(f'The record exists in Hotel Reservation where room_type is ROOM_TYPE-549.')
else:
    print(f'No record found in Hotel Reservation with room_type as ROOM_TYPE-549.')"
Somebody added 'Campaign' entry with 'end_date'='END_DATE-701'?,"import frappe
result = frappe.db.exists('Campaign', {'end_date': 'END_DATE-701'})
if result:
    print(f'The record exists in Campaign where end_date is END_DATE-701.')
else:
    print(f'No record found in Campaign with end_date as END_DATE-701.')"
We got any 'Serial No' entry having 'warehouse' as 'WAREHOUSE-811'?,"import frappe
result = frappe.db.exists('Serial No', {'warehouse': 'WAREHOUSE-811'})
if result:
    print(f'The record exists in Serial No where warehouse is WAREHOUSE-811.')
else:
    print(f'No record found in Serial No with warehouse as WAREHOUSE-811.')"
Somebody added 'Purchase Invoice' entry with 'supplier'='SUPPLIER-300'?,"import frappe
result = frappe.db.exists('Purchase Invoice', {'supplier': 'SUPPLIER-300'})
if result:
    print(f'The record exists in Purchase Invoice where supplier is SUPPLIER-300.')
else:
    print(f'No record found in Purchase Invoice with supplier as SUPPLIER-300.')"
Does a record exist in 'Job Applicant' where 'applicant_name' is 'APPLICANT_NAME-401'?,"import frappe
result = frappe.db.exists('Job Applicant', {'applicant_name': 'APPLICANT_NAME-401'})
if result:
    print(f'The record exists in Job Applicant where applicant_name is APPLICANT_NAME-401.')
else:
    print(f'No record found in Job Applicant with applicant_name as APPLICANT_NAME-401.')"
Has someone made a 'Permit Application' entry using 'permit_type' as 'PERMIT_TYPE-596'?,"import frappe
result = frappe.db.exists('Permit Application', {'permit_type': 'PERMIT_TYPE-596'})
if result:
    print(f'The record exists in Permit Application where permit_type is PERMIT_TYPE-596.')
else:
    print(f'No record found in Permit Application with permit_type as PERMIT_TYPE-596.')"
Is there any 'Salary Slip' with 'gross_salary' being 'GROSS_SALARY-306'?,"import frappe
result = frappe.db.exists('Salary Slip', {'gross_salary': 'GROSS_SALARY-306'})
if result:
    print(f'The record exists in Salary Slip where gross_salary is GROSS_SALARY-306.')
else:
    print(f'No record found in Salary Slip with gross_salary as GROSS_SALARY-306.')"
Does a record exist in 'Prescription' where 'dosage' is 'DOSAGE-748'?,"import frappe
result = frappe.db.exists('Prescription', {'dosage': 'DOSAGE-748'})
if result:
    print(f'The record exists in Prescription where dosage is DOSAGE-748.')
else:
    print(f'No record found in Prescription with dosage as DOSAGE-748.')"
There 'Job Applicant' exist with 'resume'='RESUME-567'?,"import frappe
result = frappe.db.exists('Job Applicant', {'resume': 'RESUME-567'})
if result:
    print(f'The record exists in Job Applicant where resume is RESUME-567.')
else:
    print(f'No record found in Job Applicant with resume as RESUME-567.')"
We got any 'Journal Entry' entry having 'posting_date' as 'POSTING_DATE-223'?,"import frappe
result = frappe.db.exists('Journal Entry', {'posting_date': 'POSTING_DATE-223'})
if result:
    print(f'The record exists in Journal Entry where posting_date is POSTING_DATE-223.')
else:
    print(f'No record found in Journal Entry with posting_date as POSTING_DATE-223.')"
