Corrected Customer Question,Corrected Frappe Query
"Look up Sales Invoice records that have status marked as Completed, total marked as greater than 7500, and supplier marked as ABC Pvt Ltd, including name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Completed"", ""total"": ["">"", 7500], ""supplier"": ""ABC Pvt Ltd""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
Pull up all Quality Inspection records from the database.,"frappe.get_all(""Quality Inspection"")"
Display all Lead documents currently stored.,"frappe.get_all(""Lead"")"
"Help me find Leave Application records which include status marked as Active and grand_total marked as greater than 7500, with details of name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Active"", ""grand_total"": ["">"", 7500]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
"Pull up Supplier records that have status marked as Paid and expense_amount marked as greater than 5000, including pricing_rule_type, amount, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Supplier"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""amount"", ""expense_amount""], order_by=""creation desc"")"
Bring up Driver records whose quantity having value_494.,"frappe.get_all(""Driver"", filters={""quantity"": ""value_494""})"
I need to see Customer records which include journal_entry_type marked as value_462.,"frappe.get_all(""Customer"", filters={""journal_entry_type"": ""value_462""})"
Show every Customer record stored in the system.,"frappe.get_all(""Customer"")"
List out all Journal Entry data.,"frappe.get_all(""Journal Entry"")"
Pull up Role records which include project_name marked as value_174.,"frappe.get_all(""Role"", filters={""project_name"": ""value_174""})"
Provide a comprehensive List of all Asset entries.,"frappe.get_all(""Asset"")"
Uncover records of exwith statusing Loan data in the database.,"frappe.get_all(""Loan"")"
"Give me Payment Entry records that have status with status Paid and employee_name with status greater than 5000, with details of company, project_name, and employee_name, ordered by creation in descending order.","frappe.get_all(""Payment Entry"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""company"", ""project_name"", ""employee_name""], order_by=""creation desc"")"
"I need to see Journal Entry records with status having Active, with details of vehicle_type and expense_amount.","frappe.get_all(""Journal Entry"", filters={""status"": ""Active""}, fields=[""vehicle_type"", ""expense_amount""])"
"Pull up Sales Invoice records that have the status having Approved, total having greater than 5000, and supplier having XYZ Corp, containing name, total, and supplier, ordered by total in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Approved"", ""total"": ["">"", 5000], ""supplier"": ""XYZ Corp""}, fields=[""name"", ""total"", ""supplier""], order_by=""total desc"")"
"Get me Sales Invoice records in which status with status Active, department with status Finance, and date_of_joining with status after 2023-01-01, including name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Active"", ""department"": ""Finance"", ""date_of_joining"": ["">"", ""2023-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Help me find Leave Application records that have department with status HR, status with status Approved, from_date with status on or after 2023-09-01, and to_date with status on or before 2023-12-31, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""HR"", ""status"": ""Approved"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
Can you fetch a full List of Employee records?,"frappe.get_all(""Employee"")"
"Show details of Attendance records whose status with status Paid and inspection_result with status greater than 5000, including supplier_name, stock_uom, and inspection_result, ordered by creation in descending order.","frappe.get_all(""Attendance"", filters={""status"": ""Paid"", ""inspection_result"": ["">"", 5000]}, fields=[""supplier_name"", ""stock_uom"", ""inspection_result""], order_by=""creation desc"")"
Summarize information about all Project documents.,"frappe.get_all(""Project"")"
"Give me an overview of Opportunity records that have the status with status Paid and expense_amount with status greater than 5000, along with invoice_date, employee_name, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Opportunity"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""invoice_date"", ""employee_name"", ""expense_amount""], order_by=""creation desc"")"
Fetch records for all Contract data stored in the database.,"frappe.get_all(""Contract"")"
Showcase data for the full lhavingt of Sales Invoice documents.,"frappe.get_all(""Sales Invoice"")"
Can you fetch every Opportunity document?,"frappe.get_all(""Opportunity"")"
"Look up Employee records whose status with status Paid and journal_entry_type with status greater than 5000, containing name, payment_status, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""name"", ""payment_status"", ""journal_entry_type""], order_by=""creation desc"")"
"Display Quotation records in which status marked as Paid and customer_name marked as greater than 5000, including expense_amount, journal_entry_type, and customer_name, ordered by creation in descending order.","frappe.get_all(""Quotation"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""expense_amount"", ""journal_entry_type"", ""customer_name""], order_by=""creation desc"")"
"Bring up Asset records whose status marked as Paid and stock_uom marked as greater than 5000, containing customer_name, company, and stock_uom, ordered by creation in descending order.","frappe.get_all(""Asset"", filters={""status"": ""Paid"", ""stock_uom"": ["">"", 5000]}, fields=[""customer_name"", ""company"", ""stock_uom""], order_by=""creation desc"")"
"Dwith statusplay Warehouse records whose status with status Active, including quantity and inspection_result.","frappe.get_all(""Warehouse"", filters={""status"": ""Active""}, fields=[""quantity"", ""inspection_result""])"
"Show me relevant data on Pricing Rule records that have status with status Paid and journal_entry_type with status greater than 5000, along with inspection_result, expense_amount, and journal_entry_type, ordered by creation in descending order.","frappe.get_all(""Pricing Rule"", filters={""status"": ""Paid"", ""journal_entry_type"": ["">"", 5000]}, fields=[""inspection_result"", ""expense_amount"", ""journal_entry_type""], order_by=""creation desc"")"
Give me the entire Loan record set.,"frappe.get_all(""Loan"")"
Fetch Item records which include stock_uom marked as value_566.,"frappe.get_all(""Item"", filters={""stock_uom"": ""value_566""})"
Pull up Warehouse records that have invoice_date marked as value_534.,"frappe.get_all(""Warehouse"", filters={""invoice_date"": ""value_534""})"
Fetch the full collection of Project records.,"frappe.get_all(""Project"")"
Retrieve relevant entries from every available Opportunity document from the system.,"frappe.get_all(""Opportunity"")"
Display Sales Invoice records that have the pricing_rule_type marked as value_242.,"frappe.get_all(""Sales Invoice"", filters={""pricing_rule_type"": ""value_242""})"
Provide a detailed set of all Customer records.,"frappe.get_all(""Customer"")"
Dwith statusplay a complete set of Warehouse documents.,"frappe.get_all(""Warehouse"")"
"List Warehouse records that have department being Sales, status being Active, from_date being on or after 2023-09-01, and to_date being on or before 2024-06-30, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Warehouse"", filters={""department"": ""Sales"", ""status"": ""Active"", ""from_date"": ["">="", ""2023-09-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Show details of Leave Application records with department marked as IT, status marked as Completed, from_date marked as on or after 2023-06-01, and to_date marked as on or before 2023-12-31, containing employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Leave Application"", filters={""department"": ""IT"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-06-01""], ""to_date"": [""<="", ""2023-12-31""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
