Customer Question,Frappe Query
Can you fetch the lead record where phone is 'test_value' and created this year?,"doc = frappe.get_doc(""Lead"", filters={""phone"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
sales order doc status 'latest_unique_value' this year?,"doc = frappe.get_doc(""Sales Order"", filters={""status"": ""latest_12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch chart of accounts where account_type is 'test_value'?,"doc = frappe.get_doc(""Chart of Accounts"", filters={""account_type"": ""Approved""})
print(doc)"
Can u pull stock entry doc for posting_date 'test_value'?,"doc = frappe.get_doc(""Stock Entry"", filters={""posting_date"": ""Active""})
print(doc)"
leave application doc for leave_type 'test_value'?,"doc = frappe.get_doc(""Leave Application"", filters={""leave_type"": ""Approved""})
print(doc)"
Can you fetch the audit report record where findings is 'unique_value' and created this year?,"doc = frappe.get_doc(""Audit Report"", filters={""findings"": ""Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch audit report where reviewed_by is 'sample_value'?,"doc = frappe.get_doc(""Audit Report"", filters={""reviewed_by"": ""sample_value""})
print(doc)"
warranty claim doc for claim_id 'test_value'?,"doc = frappe.get_doc(""Warranty Claim"", filters={""claim_id"": ""Electronics""})
print(doc)"
Fetch sales invoice where customer is 'sample_value'?,"doc = frappe.get_doc(""Sales Invoice"", filters={""customer"": ""sample_value""})
print(doc)"
Get bom where quantity 'new_unique_value' from this year?,"doc = frappe.get_doc(""BOM"", filters={""quantity"": ""new_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull shipment doc for destination 'latest_unique_value'?,"doc = frappe.get_doc(""Shipment"", filters={""destination"": ""latest_Retail""})
print(doc)"
Can you fetch the customer record where mobile_no is 'sample_value' and created this year?,"doc = frappe.get_doc(""Customer"", filters={""mobile_no"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
job card doc workstation 'unique_value' this year?,"doc = frappe.get_doc(""Job Card"", filters={""workstation"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the opportunity document where status is 'test_value'.,"doc = frappe.get_doc(""Opportunity"", filters={""status"": ""Active""})
print(doc)"
permit application doc permit_type 'test_value' this year?,"doc = frappe.get_doc(""Permit Application"", filters={""permit_type"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the customer record where territory is 'sample_value' and created this year?,"doc = frappe.get_doc(""Customer"", filters={""territory"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
stock entry doc for quantity 'sample_value'?,"doc = frappe.get_doc(""Stock Entry"", filters={""quantity"": ""sample_value""})
print(doc)"
Retrieve the job applicant document where phone is 'sample_value'.,"doc = frappe.get_doc(""Job Applicant"", filters={""phone"": ""sample_value""})
print(doc)"
lab test doc for test_name 'sample_value'?,"doc = frappe.get_doc(""Lab Test"", filters={""test_name"": ""sample_value""})
print(doc)"
work order doc order_id 'test_value' this year?,"doc = frappe.get_doc(""Work Order"", filters={""order_id"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the hotel reservation document where guest_name is 'unique_value'.,"doc = frappe.get_doc(""Hotel Reservation"", filters={""guest_name"": ""High""})
print(doc)"
Retrieve the expense claim document where expense_amount is 'unique_value'.,"doc = frappe.get_doc(""Expense Claim"", filters={""expense_amount"": ""High""})
print(doc)"
Could you retrieve the lab test record with ID 'DOC-8888'?,"doc = frappe.get_doc(""Lab Test"", ""DOC-8888"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Get payment entry doc 'DOC-5678'?,"doc = frappe.get_doc(""Payment Entry"", ""DOC-5678"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
"Hey, need fleet management for model 'new_unique_value' this year?","doc = frappe.get_doc(""Fleet Management"", filters={""model"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull vital signs doc for pulse 'final_unique_value'?,"doc = frappe.get_doc(""Vital Signs"", filters={""pulse"": ""final_North""})
print(doc)"
Get item where item_name 'unique_value' from this year?,"doc = frappe.get_doc(""Item"", filters={""item_name"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
lab test doc for patient 'test_value'?,"doc = frappe.get_doc(""Lab Test"", filters={""patient"": ""Premium""})
print(doc)"
Can you fetch the job card record where completed_qty is 'sample_value' and created this year?,"doc = frappe.get_doc(""Job Card"", filters={""completed_qty"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
meeting doc 'DOC-5678'?,"doc = frappe.get_doc(""Meeting"", ""DOC-5678"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
contact doc email_id 'sample_value' this year?,"doc = frappe.get_doc(""Contact"", filters={""email_id"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch salary slip where gross_salary is 'unique_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""gross_salary"": ""12345""})
print(doc)"
Can u pull lead doc for source 'unique_value'?,"doc = frappe.get_doc(""Lead"", filters={""source"": ""North""})
print(doc)"
Can you fetch the contact record where last_name is 'sample_value' and created this year?,"doc = frappe.get_doc(""Contact"", filters={""last_name"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
hotel reservation doc booking_reference 'test_value' this year?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""booking_reference"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
contact doc designation 'sample_value' this year?,"doc = frappe.get_doc(""Contact"", filters={""designation"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull course doc for course_code 'sample_value'?,"doc = frappe.get_doc(""Course"", filters={""course_code"": ""sample_value""})
print(doc)"
fleet management doc for assigned_driver 'new_unique_value'?,"doc = frappe.get_doc(""Fleet Management"", filters={""assigned_driver"": ""new_12345""})
print(doc)"
Retrieve the support ticket document where ticket_id is 'test_value'.,"doc = frappe.get_doc(""Support Ticket"", filters={""ticket_id"": ""Electronics""})
print(doc)"
subscription doc for billing_cycle 'test_value'?,"doc = frappe.get_doc(""Subscription"", filters={""billing_cycle"": ""5000""})
print(doc)"
Get warehouse where parent_warehouse 'unique_value' from this year?,"doc = frappe.get_doc(""Warehouse"", filters={""parent_warehouse"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
patient doc patient_name 'unique_value' this year?,"doc = frappe.get_doc(""Patient"", filters={""patient_name"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch course where credits is 'sample_value'?,"doc = frappe.get_doc(""Course"", filters={""credits"": ""sample_value""})
print(doc)"
Retrieve the project document where project_name is 'unique_value'.,"doc = frappe.get_doc(""Project"", filters={""project_name"": ""Retail""})
print(doc)"
Fetch sales order where total is 'test_value'?,"doc = frappe.get_doc(""Sales Order"", filters={""total"": ""Approved""})
print(doc)"
sales order doc order_id 'sample_value' this year?,"doc = frappe.get_doc(""Sales Order"", filters={""order_id"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get shipment where shipment_id 'test_value' from this year?,"doc = frappe.get_doc(""Shipment"", filters={""shipment_id"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch hotel reservation where check_in is 'unique_value'?,"doc = frappe.get_doc(""Hotel Reservation"", filters={""check_in"": ""North""})
print(doc)"
contact doc designation 'new_unique_value' this year?,"doc = frappe.get_doc(""Contact"", filters={""designation"": ""new_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get warranty claim where claim_id 'sample_value' from this year?,"doc = frappe.get_doc(""Warranty Claim"", filters={""claim_id"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the employee document where designation is 'test_value'.,"doc = frappe.get_doc(""Employee"", filters={""designation"": ""Active""})
print(doc)"
Can u pull student doc for roll_number 'latest_unique_value'?,"doc = frappe.get_doc(""Student"", filters={""roll_number"": ""latest_12345""})
print(doc)"
Can you fetch the quotation record where terms_and_conditions is 'sample_value' and created this year?,"doc = frappe.get_doc(""Quotation"", filters={""terms_and_conditions"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need work order for production_item 'sample_value' this year?","doc = frappe.get_doc(""Work Order"", filters={""production_item"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the timesheet record where status is 'sample_value' and created this year?,"doc = frappe.get_doc(""Timesheet"", filters={""status"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
quotation doc customer 'sample_value' this year?,"doc = frappe.get_doc(""Quotation"", filters={""customer"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull lab test doc for patient 'latest_unique_value'?,"doc = frappe.get_doc(""Lab Test"", filters={""patient"": ""latest_High""})
print(doc)"
job card doc workstation 'new_unique_value' this year?,"doc = frappe.get_doc(""Job Card"", filters={""workstation"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the prescription record where instructions is 'latest_unique_value' and created this year?,"doc = frappe.get_doc(""Prescription"", filters={""instructions"": ""latest_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need job card for workstation 'latest_unique_value' this year?","doc = frappe.get_doc(""Job Card"", filters={""workstation"": ""latest_North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get work order where production_item 'sample_value' from this year?,"doc = frappe.get_doc(""Work Order"", filters={""production_item"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
sales order doc for order_id 'unique_value'?,"doc = frappe.get_doc(""Sales Order"", filters={""order_id"": ""North""})
print(doc)"
Fetch task where task_name is 'new_unique_value'?,"doc = frappe.get_doc(""Task"", filters={""task_name"": ""new_12345""})
print(doc)"
"Hey, need permit application for approval_date 'sample_value' this year?","doc = frappe.get_doc(""Permit Application"", filters={""approval_date"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull job opening doc for number_of_positions 'new_unique_value'?,"doc = frappe.get_doc(""Job Opening"", filters={""number_of_positions"": ""new_Open""})
print(doc)"
lab test doc for result 'test_value'?,"doc = frappe.get_doc(""Lab Test"", filters={""result"": ""Premium""})
print(doc)"
"Hey, can you grab instructor doc 'DOC-9999'?","doc = frappe.get_doc(""Instructor"", ""DOC-9999"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
Retrieve the quotation document where terms_and_conditions is 'test_value'.,"doc = frappe.get_doc(""Quotation"", filters={""terms_and_conditions"": ""5000""})
print(doc)"
Retrieve the salary slip document where earnings is 'latest_unique_value'.,"doc = frappe.get_doc(""Salary Slip"", filters={""earnings"": ""latest_Retail""})
print(doc)"
Can you fetch the timesheet record where project is 'new_unique_value' and created this year?,"doc = frappe.get_doc(""Timesheet"", filters={""project"": ""new_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch salary slip where payroll_period is 'unique_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""payroll_period"": ""North""})
print(doc)"
job opening doc for hiring_manager 'test_value'?,"doc = frappe.get_doc(""Job Opening"", filters={""hiring_manager"": ""5000""})
print(doc)"
salary slip doc gross_salary 'unique_value' this year?,"doc = frappe.get_doc(""Salary Slip"", filters={""gross_salary"": ""North"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
work order doc 'DOC-5678'?,"doc = frappe.get_doc(""Work Order"", ""DOC-5678"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
Could you retrieve the stock entry record with ID 'DOC-8888'?,"doc = frappe.get_doc(""Stock Entry"", ""DOC-8888"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Can u pull e-commerce order doc for customer 'test_value'?,"doc = frappe.get_doc(""E-commerce Order"", filters={""customer"": ""5000""})
print(doc)"
Retrieve the lab test document where patient is 'sample_value'.,"doc = frappe.get_doc(""Lab Test"", filters={""patient"": ""sample_value""})
print(doc)"
lab test doc 'DOC-7777'?,"doc = frappe.get_doc(""Lab Test"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
